p0,p1,p2,p3,p4,p5,t0,t1,objective,elapsed_sec
 ,#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,64,8,100,40,0.0265545,987.1250939369202
 , , ,4,16,128,100,40,0.006062,998.565407037735
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,50,100,100,40,0.005799,1010.4015851020812
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,64,80,100,40,0.0058274999999999,1022.269564151764
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,4,80,128,100,40,0.0097915,1034.9476783275604
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,80,256,100,40,0.00618,1045.721962928772
 , , ,128,50,256,100,40,0.005672,1056.593829870224
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,50,100,40,0.0079515,1067.9171104431152
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,100,64,100,40,0.008328,1079.362176656723
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,16,80,64,100,40,0.0096505,1091.1523730754852
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4,50,256,100,40,0.009644,1104.46537566185
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,8,256,100,40,0.0226085,1117.5494570732117
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4,64,256,100,40,0.0096015,1128.933329820633
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4,4,256,100,40,0.011023,1140.7612538337708
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,4,20,256,100,40,0.010387,1152.8090343475342
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,100,256,100,40,0.007863,1164.0776717662811
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,64,256,100,40,0.0078875,1176.0929691791534
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,8,256,100,40,0.008924,1188.2368512153623
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,32,256,100,40,0.0063605,1199.316831111908
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,16,256,100,40,0.006204,1210.6751191616058
