p1,p2,p3,p4,p5,t0,objective,elapsed_sec
#pragma clang loop(i1) pack array(A) allocate(malloc), ,4,2048,4,120,0.001075,924.134658575058
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,2048,4,120,0.001096,935.3244433403016
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,4,120,0.0010765,946.2625467777252
#pragma clang loop(i1) pack array(A) allocate(malloc), ,64,2048,4,120,0.0011125,957.2985360622406
#pragma clang loop(i1) pack array(A) allocate(malloc), ,128,2048,4,120,0.001223,967.574384689331
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,4,120,0.0011235,977.8920001983644
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,2048,4,120,0.001073,988.9502007961272
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,2048,4,120,0.001105,999.8939888477324
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,2048,4,120,0.00112,1011.7669076919556
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,2048,4,120,0.0011315,1022.634051322937
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,2048,4,120,0.0011,1034.4864521026611
#pragma clang loop(i1) pack array(A) allocate(malloc), ,8,2048,4,120,0.0010725,1045.4941947460177
#pragma clang loop(i1) pack array(A) allocate(malloc), ,20,2048,4,120,0.001124,1056.2104268074036
#pragma clang loop(i1) pack array(A) allocate(malloc), ,50,2048,4,120,0.001075,1067.8589510917664
#pragma clang loop(i1) pack array(A) allocate(malloc), ,80,2048,4,120,0.0011275,1079.1021270751953
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,2048,4,120,0.0011165,1090.430678844452
 , ,128,2048,4,120,0.0011005,1101.027888059616
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,2048,4,120,0.0011015,1111.414873123169
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,2048,4,120,0.0011045,1123.2751376628876
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,2048,4,120,0.0011495,1134.558795928955
#pragma clang loop(i1) pack array(A) allocate(malloc), ,32,2048,4,120,0.0011235,1146.270649433136
#pragma clang loop(i1) pack array(A) allocate(malloc), ,16,2048,4,120,0.001101,1157.0101191997528
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,4,120,0.001075,1167.8000826835632
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,2048,4,120,0.0011164999999999,1179.3508434295654
 , ,4,2048,4,120,0.0010865,1190.1434791088104
 , ,96,2048,4,120,0.001096,1201.2419221401217
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,2048,4,120,0.001073,1212.167061805725
 , ,100,2048,4,120,0.001096,1223.1421449184418
 , ,8,2048,4,120,0.0012785,1233.8878636360168
 , ,80,2048,4,120,0.001106,1245.3702728748322
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,2048,4,120,0.0011115,1256.4658403396606
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,2048,4,120,0.001077,1268.093266248703
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,2048,4,120,0.0011265,1279.2100143432615
 , ,50,2048,4,120,0.001083,1290.7320172786713
 , ,16,2048,4,120,0.0011145,1301.5109901428225
