p1,p2,p3,p4,p5,t0,objective,elapsed_sec
#pragma clang loop(i1) pack array(A) allocate(malloc), ,100,20,4,120,0.001218793125881,1045.4011015892029
#pragma clang loop(i1) pack array(A) allocate(malloc), ,128,20,8,400,0.0551238085393112,1045.4181895256042
#pragma clang loop(i1) pack array(A) allocate(malloc), ,128,64,128,2000,7.752818109030542,1045.4347529411316
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,8,120,0.0011257971959131,1080.909922838211
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,2048,4,400,0.0470268379508534,1080.9276013374329
#pragma clang loop(i1) pack array(A) allocate(malloc), ,4,8,128,2000,7.648172647609073,1080.9441463947296
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,128,4,120,0.001124458769692,1122.9789249897003
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,128,4,400,0.0546597342575416,1122.9967460632324
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",16,4,4,2000,7.353807583413811,1123.0137469768524
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,2048,4,120,0.0011079661087501,1172.9598681926727
 , ,16,4,4,400,0.0563664603926929,1172.9788856506348
 , ,8,4,100,2000,7.656926326661363,1172.998449802399
 , ,100,4,128,120,0.00141438072791,1235.840143442154
 , ,128,4,256,400,0.055174502237417,1235.8591425418854
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,4,4,2000,7.536311002962743,1235.8771786689758
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,2048,4,120,0.0011079403328184,1315.4244990348816
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,2048,8,400,0.0470483553525716,1315.444236755371
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,8,2000,6.281678074711734,1315.462355852127
