p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,t0,t1,t2,t3,t4,objective,elapsed_sec
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,20,4,256,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),40,50,60,70,80,2.742139003688569e-09,880.5210182666779
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,32,128,8,#pragma clang loop(j2) pack array(C) allocate(malloc), , , ,180,190,200,210,220,0.0185384658717084,880.5391302108765
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,100,128,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),800,900,1000,1100,1200,0.763213719454941,880.5561444759369
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",8,100,4, , , ,#pragma clang loop(i1) pack array(F) allocate(malloc),40,50,60,70,80,2.7362168012838163e-09,923.2902615070344
 , , ,4,80,4,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),180,190,200,210,220,0.0078528227534357,923.3084795475006
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,128,100, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,800,900,1000,1100,1200,8.891638008313812,923.325850725174
 , , ,16,64,50,#pragma clang loop(j2) pack array(C) allocate(malloc), , ,#pragma clang loop(i1) pack array(F) allocate(malloc),40,50,60,70,80,2.7511706201433032e-09,982.8149223327636
 , , ,50,2048,4, , , , ,180,190,200,210,220,0.0074657543377862,982.834653377533
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(i1) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,128,50, ,#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,800,900,1000,1100,1200,7.612315993034923,982.8532547950743
 ,#pragma clang loop(i1) pack array(B) allocate(malloc), ,32,4,256,#pragma clang loop(j2) pack array(C) allocate(malloc),#pragma clang loop(i1) pack array(D) allocate(malloc),#pragma clang loop(j2) pack array(E) allocate(malloc), ,40,50,60,70,80,2.7413660211801366e-09,1036.9242191314695
